Ta_Id,Id_Accepted,NomenclaturalCode,Kingdom,KingdomSource,Phylum,PhylumSource,SubPhylum,SubPhylumSource,Class,ClassSource,Subclass,SubclassSource,SuperOrder,SuperOrderSource,Order,OrderSource,Suborder,SuborderSource,InfraOrder,InfraOrderSource,SuperFamily,SuperfamilySource,Family,FamilySource,Subfamily,SubfamilySource,Genus,GenusSource,Subgenus,SubgenusSource,SpecificEpithet,SpecificEpithetSource,InfraspecificRank,InfraspecificEpithet,InfraspecificEpithetSource,AcceptedSpecies,VerbatimSpecies,VerbatimSpeciesSource,IsMarine,IsTerrestrial,Comments,ReviewedBy,ReviewDate,Notes,Status,ChangedBy,ChangeDate,Validation,ValidatedBy,ValidationDate,Stability
1547,3310,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Hapalemur,CHORDATA,http://en.wikipedia.org/wiki/Hapalemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Hapalemur,I. Geoffroy. 1851 Bamboo or gentle lemurs,,,griseus,Rabarivola et al. 2007,Subspecies,gilberti,Lemurs of Madagascar,Hapalemur griseus,Hapalemur griseus gilberti,Rabarivola et al. 2007,0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
1548,3310,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Hapalemur,CHORDATA,http://en.wikipedia.org/wiki/Hapalemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Hapalemur,I. Geoffroy. 1851 Bamboo or gentle lemurs,,,griseus,Link 1795,Subspecies,griseus,Lemurs of Madagascar,Hapalemur griseus,Hapalemur griseus griseus,Link 1795,0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
1549,3310,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Hapalemur,CHORDATA,http://en.wikipedia.org/wiki/Hapalemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Hapalemur,I. Geoffroy. 1851 Bamboo or gentle lemurs,,,griseus,Rabarivola et al. 2007,Subspecies,ranomafanensis,Lemurs of Madagascar,Hapalemur griseus,Hapalemur griseus ranomafanensis,Rabarivola et al. 2007,0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
1550,3311,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Hapalemur,I. Geoffroy. 1851 Bamboo or gentle lemurs,,,meridionalis,Water et al. 1987,,,,Hapalemur meridionalis,Hapalemur meridionalis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1551,3312,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/HAPALEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Hapalemur,I. Geoffroy. 1851 Bamboo or gentle lemurs,,,occidentalis,Rumpler 1975,,,,Hapalemur occidentalis,Hapalemur occidentalis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1814,3754,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Indri,E. Geoffroy and G. Cuvier. 1796 Indri or Babakoto,,,indri,(Gmelin 1788),,,,Indri indri,Indri indri,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1878,3907,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEMUR,,,,,LEMURIDAE,GRAY. 1821,,,Lemur,1758 Ring-tailed Lemur,,,catta,Linnaeus 1758,,,,Lemur catta,Lemur catta,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1892,3940,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,aeeclis,Andriaholinirina et al. 2006,,,,Lepilemur aeeclis,Lepilemur aeeclis,Andriaholinirina et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1893,3941,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,ahmansonorum,Louis et al. 2006,,,,Lepilemur ahmansonorum,Lepilemur ahmansoni,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1894,3941,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,ahmansonorum,Louis et al. 2006,,,,Lepilemur ahmansonorum,Lepilemur ahmansonorum,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1895,3942,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,ankaranensis,Rumper and Albignac 1975,,,,Lepilemur ankaranensis,Lepilemur ankaranensis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1896,3943,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,betsileo,Louis et al. 2006,,,,Lepilemur betsileo,Lepilemur betsileo,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1897,3944,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,dorsalis,Gray 1871,,,,Lepilemur dorsalis,Lepilemur dorsalis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1898,3945,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,edwardsi,(Forsyth Major 1894),,,,Lepilemur edwardsi,Lepilemur edwardsi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1899,3946,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,fleuretae,Louis et al. 2006,,,,Lepilemur fleuretae,Lepilemur fleuretae,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1900,3947,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,grewcockorum,Louis et al. 2006,,,,Lepilemur grewcockorum,Lepilemur grewcockorum,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1901,3947,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,grewcockorum,Louis et al. 2006,,,,Lepilemur grewcockorum,Lepilemur grwcocki,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1902,3948,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,hollandorum,Ramaromilanto et al. 2009,,,,Lepilemur hollandorum,Lepilemur hollandorum,Ramaromilanto et al. 2009,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1903,3949,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,hubbardorum,Louis et al. 2006,,,,Lepilemur hubbardorum,Lepilemur hubbardi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1904,3949,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,hubbardorum,Louis et al. 2006,,,,Lepilemur hubbardorum,Lepilemur hubbardorum,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1905,3950,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,jamesorum,Louis et al. 2006,,,,Lepilemur jamesorum,Lepilemur jamesi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1906,3950,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,jamesorum,Louis et al. 2006,,,,Lepilemur jamesorum,Lepilemur jamesorum,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1907,3951,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,leucopus,(Forsyth Major 1894),,,,Lepilemur leucopus,Lepilemur leucopus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1908,3952,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,microdon,(Forsyth Major 1894),,,,Lepilemur microdon,Lepilemur microdon,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1909,3953,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,milanoii,Louis et al. 2006,,,,Lepilemur milanoii,Lepilemur milanoii,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1910,3953,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,milanoii,Louis et al. 2006,,,,Lepilemur milanoii,Lepilemur mulanoii,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1911,3954,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,mittermeieri,Rabarivola et al. 2006,,,,Lepilemur mittermeieri,Lepilemur mittermeieri,Rabarivola et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1912,3955,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,mustelinus,I. Geoffroy 1851,,,,Lepilemur mustelinus,Lepilemur mustelinus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1913,3956,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,otto,Craul et al. 2007,,,,Lepilemur otto,Lepilemur otto,Craul et al. 2007,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1914,3957,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,petteri,Louis et al. 2006,,,,Lepilemur petteri,Lepilemur petteri,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1915,3958,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,randrianasoloi,Andriaholinirina et al. 2006,,,,Lepilemur randrianasoloi,Lepilemur randrianasoloi,Andriaholinirina et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1916,3959,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,ruficaudatus,(A. Grandidier 1867),,,,Lepilemur ruficaudatus,Lepilemur ruficaudatus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1917,3960,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,sahamalazensis,Andriaholinirina et al. 2006,,,,Lepilemur sahamalazensis,Lepilemur sahamalazensis,Andriaholinirina et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1918,3961,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,scottorum,Lei et al. 2008,,,,Lepilemur scottorum,Lepilemur scottorum,Lei et al. 2008,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1919,3962,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,seali,Louis et al. 2006,,,,Lepilemur seali,Lepilemur seali,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1920,3963,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,septentrionalis,Rumper and Albignac 1975,,,,Lepilemur septentrionalis,Lepilemur septentrionalis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1921,3964,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,tymerlachsonorum,Louis et al. 2006,,,,Lepilemur tymerlachsonorum,Lepilemur tymerlachsoni,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
1922,3964,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,tymerlachsonorum,Louis et al. 2006,,,,Lepilemur tymerlachsonorum,Lepilemur tymerlachsonorum,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
