Ta_Id,Id_Accepted,NomenclaturalCode,Kingdom,KingdomSource,Phylum,PhylumSource,SubPhylum,SubPhylumSource,Class,ClassSource,Subclass,SubclassSource,SuperOrder,SuperOrderSource,Order,OrderSource,Suborder,SuborderSource,InfraOrder,InfraOrderSource,SuperFamily,SuperfamilySource,Family,FamilySource,Subfamily,SubfamilySource,Genus,GenusSource,Subgenus,SubgenusSource,SpecificEpithet,SpecificEpithetSource,InfraspecificRank,InfraspecificEpithet,InfraspecificEpithetSource,AcceptedSpecies,VerbatimSpecies,VerbatimSpeciesSource,IsMarine,IsTerrestrial,Comments,ReviewedBy,ReviewDate,Notes,Status,ChangedBy,ChangeDate,Validation,ValidatedBy,ValidationDate,Stability
1923,3965,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Lepilemur,CHORDATA,http://en.wikipedia.org/wiki/Lepilemur,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/LEPILEMUR,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,I. Geoffroy. 1851 Sportive lemurs,,,wrightae,Louis et al. 2006,,,,Lepilemur wrightae,Lepilemur wrightae,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
1924,3965,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEPILEMURIDAE,GRAY. 1870,,,Lepilemur,VERTNET,,,wrightae,Louis et al. 2006,,,,Lepilemur wrightae,Lepilemur wrighti,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2048,4449,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,arnholdi,Louis et al. 2008,,,,Microcebus arnholdi,Microcebus arnholdi,Louis et al. 2008,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2049,4450,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,berthae,Rasoloarison et al. 2000,,,,Microcebus berthae,Microcebus berthae,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2050,4451,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,bongolavensis,Olivieri et al. 2007,,,,Microcebus bongolavensis,Microcebus bongolavensis,Olivieri et al. 2007,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2051,4452,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,danfossi,Olivieri et al. 2007,,,,Microcebus danfossi,Microcebus danfossi,Olivieri et al. 2007,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2052,4453,ICZN,ANIMALIA,,CHORDATA,,,,MAMMALIA,,,,,,PRIMATES,,,,,,,,CHEIROGALEIDAE,,,,Microcebus,,,,gerpi,Radespiel et al.: 2012,,,,Microcebus gerpi,Microcebus gerpi,Radespiel et al.: 2012,0,1,,,,News species of Mouse lemur discovered in 2012 by GERP team,new,Tsiky Rabetrano,2/7/2012,OK,Rebioma,5/18/2012,1
2053,4454,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,griseorufus,Kollman 1910,,,,Microcebus griseorufus,Microcebus griseorufus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2054,4455,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,jollyae,Louis et al. 2006,,,,Microcebus jollyae,Microcebus jollyae,Louis et al. 2006,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2055,4456,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,lehilahytsara,Roos and Kappeler 2005 in Kappeler et al.,,,,Microcebus lehilahytsara,Microcebus lehilahytsara,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2056,4457,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,macarthurii,Radespiel et al. 2008,,,,Microcebus macarthurii,Microcebus macarthurii,Radespiel et al. 2008,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2057,4458,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,mamiratra,Andriantompohavana et al. 2006,,,,Microcebus mamiratra,Microcebus lokobensis,,0,1,,Rodin Rasoloarison,,synonym,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2058,4458,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,mamiratra,Andriantompohavana et al. 2006,,,,Microcebus mamiratra,Microcebus mamiratra,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2059,4459,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Microcebus,CHORDATA,http://en.wikipedia.org/wiki/Microcebus,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,STREPSIRRHINI,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,margotmarshae,Louis et al. 2008,,,,Microcebus margotmarshae,Microcebus margotmarshae,Louis et al. 2008,0,1,,Rodin Rasoloarison,,,,,10/3/2011,OK,Rodin Rasoloarison,10/3/2011,1
2060,4460,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,mittermeieri,Louis et al. 2006,,,,Microcebus mittermeieri,Microcebus mittermeieri,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2061,4461,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,murinus,(J.F. Miller 1777),,,,Microcebus murinus,Microcebus murinus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2062,4462,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,myoxinus,Peters 1852,,,,Microcebus myoxinus,Microcebus myoxinus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2063,4463,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,ravelobensis,Zimmermann et al. 1997,,,,Microcebus ravelobensis,Microcebus ravelobensis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2064,4464,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,rufus,(Lesson 1840),,,,Microcebus rufus,Microcebus rufus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2065,4465,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,sambiranensis,Rasoloarison et al. 2000,,,,Microcebus sambiranensis,Microcebus sambiranensis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2066,4466,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,simmonsi,Louis et al. 2006,,,,Microcebus simmonsi,Microcebus simmonsi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2067,4467,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/MICROCEBUS,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Microcebus,E. Geoffroy. 1828 Mouse lemurs,,,tavaratra,Rasoloarison et al. 2000,,,,Microcebus tavaratra,Microcebus tavaratra,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2127,4523,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Mirza,Gray. 1870 Giant mouse lemurs,,,coquereli,(A. Grandidier 1867),,,,Mirza coquereli,Mirza coquereli,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2128,4524,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Mirza,Gray. 1870 Giant mouse lemurs,,,zaza,Kappeler and Roos 2005 in Kappeler et al.,,,,Mirza zaza,Mirza zaza,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2830,5584,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/PHANER,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Phaner,Gray. 1871 Fork-marked lemurs,,,electromontis,Groves and Tattersall 1991,,,,Phaner electromontis,Phaner electromontis,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2831,5585,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/PHANER,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Phaner,Gray. 1871 Fork-marked lemurs,,,furcifer,(de Blainville 1839),,,,Phaner furcifer,Phaner furcifer,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2832,5586,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/PHANER,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Phaner,Gray. 1871 Fork-marked lemurs,,,pallescens,Groves and Tattersall 1991,,,,Phaner pallescens,Phaner pallescens,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
2833,5587,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,HTTP://EN.WIKIPEDIA.ORG/WIKI/PHANER,,,,,CHEIROGALEIDAE,GRAY. 1873,,,Phaner,Gray. 1871 Fork-marked lemurs,,,parienti,Groves and Tattersall 1991,,,,Phaner parienti,Phaner parienti,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3132,6209,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,LEMURIDAE,GRAY. 1821,,,Prolemur,(Gray. 1871) greater bamboo lemur,,,simus,(Gray 1871),,,,Prolemur simus,Prolemur simus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3133,6211,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,candidus,A. Grandidier 1871,,,,Propithecus candidus,Propithecus candidus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3134,6212,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,coquereli,A. Grandidier 1867,,,,Propithecus coquereli,Propithecus coquereli,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3135,6213,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,coronatus,Milne-Edwards 1871,,,,Propithecus coronatus,Propithecus coronatus,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3136,6214,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,deckenii,Peters 1870,,,,Propithecus deckenii,Propithecus deckenii,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3137,6215,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,diadema,Bennett 1832,,,,Propithecus diadema,Propithecus diadema,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3138,6215,ICZN,ANIMALIA,,CHORDATA,,,,MAMMALIA,,,,,,PRIMATES,,,,,,,,INDRIIDAE,,,,Propithecus,,,,diadema,,,,,Propithecus diadema,Propithecus diadema diadema,,0,1,,,,,new,Tsiky Rabetrano,2/7/2012,OK,Rebioma,5/18/2012,1
3139,6216,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,edwardsi,A. Grandidier 1871,,,,Propithecus edwardsi,Propithecus edwardsi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3140,6217,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,perrieri,Lavauden 1931,,,,Propithecus perrieri,Propithecus perrieri,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3141,6218,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,tattersalli,Simons 1988,,,,Propithecus tattersalli,Propithecus tattersalli,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
3142,6219,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,INDRIIDAE,BURNETT. 1828,,,Propithecus,Bennett. 1832 Sifakas,,,verreauxi,A. Grandidier 1867,,,,Propithecus verreauxi,Propithecus verreauxi,,0,1,,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
4487,8130,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,,,,,,LEMURIDAE,GRAY. 1821,,,Varecia,Gray. 1863 Ruffed lemurs,,,rubra,(E. Geoffroy 1812),,,,Varecia rubra,Varecia rubra,,0,1,No model possible,Rodin Rasoloarison,,,,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
4488,8131,ICZN,ANIMALIA,VERTNET,CHORDATA,VERTNET,,,MAMMALIA,VERTNET,,,,,PRIMATES,VERTNET,,VERTNET,,,,,LEMURIDAE,VERTNET,,,Varecia,VERTNET,,,variegata,REBIOMA,,,,Varecia variegata,Varecia variegata,,0,1,,Rodin Rasoloarison,,Taxonomic classification not valid anymore. Cf Lemurs of Madagascar Third Edition,unchanged,,8/8/2008,OK,Rodin Rasoloarison,10/3/2011,1
4489,8131,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Varecia,CHORDATA,http://en.wikipedia.org/wiki/Varecia,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,,,LEMURIDAE,GRAY. 1821,,,Varecia,Gray. 1863 Ruffed lemurs,,,variegata,(Hill 1953),Subspecies,editorum,Lemurs of Madagascar,Varecia variegata,Varecia variegata editorum,(Hill 1953),0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
4490,8131,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Varecia,CHORDATA,http://en.wikipedia.org/wiki/Varecia,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,,,LEMURIDAE,GRAY. 1821,,,Varecia,Gray. 1863 Ruffed lemurs,,,variegata,(A. Smith 1833),Subspecies,subcincta,Lemurs of Madagascar,Varecia variegata,Varecia variegata subcincta,(A. Smith 1833),0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
4491,8131,ICZN,ANIMALIA,http://en.wikipedia.org/wiki/Varecia,CHORDATA,http://en.wikipedia.org/wiki/Varecia,,,MAMMALIA,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,PRIMATES,HTTP://EN.WIKIPEDIA.ORG/WIKI/VARECIA,,,,,,,LEMURIDAE,GRAY. 1821,,,Varecia,Gray. 1863 Ruffed lemurs,,,variegata,(Kerr 1792),Subspecies,variegata,Lemurs of Madagascar,Varecia variegata,Varecia variegata variegata,(Kerr 1792),0,1,,Rodin Rasoloarison,,,changed,Tom Allnutt,6/13/2012,OK,Ed Louis,6/13/2012,1
